date,source,source_label,medium,medium_label,campaign_id,campaign_name,segment,impressions,clicks,spend,conversions,total_conversion,revenue,ctr,cpc,cpa,roas,dataset
2024-03-25,google_ads,Google Ads,paid_video,Paid Video,GA-01538,E-commerce Video Germany,Germany,146428,2796,6263.04,164,164,33829.22,0.019095,2.24,38.1893,5.4014,global_ads_performance
2024-03-25,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-01689,E-commerce Shopping UK,UK,142045,9161,21894.79,525,525,131680.16,0.064494,2.39,41.7044,6.0142,global_ads_performance
2024-03-26,tiktok_ads,TikTok,paid_video,Paid Video,GA-00072,SaaS Video UAE,UAE,99457,5808,9292.8,80,80,12231.1,0.058397,1.6,116.16,1.3162,global_ads_performance
2024-03-26,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-00453,SaaS Shopping Germany,Germany,93478,5786,2430.12,272,272,27905.19,0.061897,0.42,8.9343,11.4831,global_ads_performance
2024-03-26,google_ads,Google Ads,display,Display,GA-00648,Fintech Display India,India,161434,6328,4872.56,263,263,25426.86,0.039199,0.77,18.5268,5.2184,global_ads_performance
2024-03-26,google_ads,Google Ads,paid_video,Paid Video,GA-01651,EdTech Video Germany,Germany,162883,8974,21358.12,292,292,80812.08,0.055095,2.38,73.1442,3.7837,global_ads_performance
2024-03-26,meta_ads,Meta,paid_shopping,Paid Shopping,GA-01658,Fintech Shopping India,India,115003,2921,1168.4,36,36,4203.19,0.025399,0.4,32.4556,3.5974,global_ads_performance
2024-03-27,meta_ads,Meta,paid_search,Paid Search,GA-00127,Fintech Search UAE,UAE,178063,1851,832.95,64,64,7044.13,0.010395,0.45,13.0148,8.4568,global_ads_performance
2024-03-27,tiktok_ads,TikTok,paid_search,Paid Search,GA-00304,SaaS Search UK,UK,10209,314,562.06,13,13,3231.96,0.030757,1.79,43.2354,5.7502,global_ads_performance
2024-03-27,google_ads,Google Ads,paid_video,Paid Video,GA-00390,EdTech Video UK,UK,109672,2675,6821.25,50,50,11521.03,0.024391,2.55,136.425,1.689,global_ads_performance
2024-03-27,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-00532,EdTech Shopping Canada,Canada,140607,6397,9147.71,393,393,82224.93,0.045496,1.43,23.2766,8.9886,global_ads_performance
2024-03-27,meta_ads,Meta,paid_video,Paid Video,GA-00635,Fintech Video Canada,Canada,61387,1608,3360.72,96,96,12312.27,0.026194,2.09,35.0075,3.6636,global_ads_performance
2024-03-27,google_ads,Google Ads,display,Display,GA-01110,Fintech Display USA,USA,129679,5848,8655.04,158,158,32419.87,0.045096,1.48,54.7787,3.7458,global_ads_performance
2024-03-27,meta_ads,Meta,paid_search,Paid Search,GA-01367,Fintech Search India,India,176656,2897,5417.39,86,86,23130.95,0.016399,1.87,62.9929,4.2698,global_ads_performance
2024-03-27,meta_ads,Meta,paid_video,Paid Video,GA-01445,Fintech Video Germany,Germany,94786,2682,4023,155,155,6510.51,0.028295,1.5,25.9548,1.6183,global_ads_performance
2024-03-28,meta_ads,Meta,paid_video,Paid Video,GA-00316,Fintech Video UAE,UAE,103162,1485,1440.45,35,35,5899.5,0.014395,0.97,41.1557,4.0956,global_ads_performance
2024-03-28,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00934,E-commerce Shopping Australia,Australia,124870,2622,4404.96,140,140,13095.31,0.020998,1.68,31.464,2.9729,global_ads_performance
2024-03-28,meta_ads,Meta,paid_search,Paid Search,GA-01218,Fintech Search UK,UK,196595,2614,993.32,28,28,6376.7,0.013296,0.38,35.4757,6.4196,global_ads_performance
2024-03-28,tiktok_ads,TikTok,paid_search,Paid Search,GA-01775,E-commerce Search Australia,Australia,24854,1106,1260.84,38,38,8735.32,0.0445,1.14,33.18,6.9282,global_ads_performance
2024-03-29,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-00288,SaaS Shopping UK,UK,118985,4545,14680.35,259,259,58417.12,0.038198,3.23,56.6809,3.9793,global_ads_performance
2024-03-29,meta_ads,Meta,display,Display,GA-00631,Healthcare Display USA,USA,113668,2864,4496.48,81,81,6109.21,0.025196,1.57,55.5121,1.3587,global_ads_performance
2024-03-29,tiktok_ads,TikTok,paid_video,Paid Video,GA-01012,EdTech Video Australia,Australia,134132,4694,3849.08,306,306,52932.5,0.034995,0.82,12.5787,13.752,global_ads_performance
2024-03-29,google_ads,Google Ads,display,Display,GA-01423,Healthcare Display USA,USA,79843,2427,3470.61,127,127,27833.99,0.030397,1.43,27.3276,8.0199,global_ads_performance
2024-03-29,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-01734,Fintech Shopping Australia,Australia,165805,9832,27136.32,509,509,143237.84,0.059299,2.76,53.313,5.2785,global_ads_performance
2024-03-30,google_ads,Google Ads,paid_video,Paid Video,GA-00362,Healthcare Video Canada,Canada,65282,1723,3290.93,64,64,16624.45,0.026393,1.91,51.4208,5.0516,global_ads_performance
2024-03-30,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00522,E-commerce Shopping USA,USA,11083,193,160.19,11,11,912.82,0.017414,0.83,14.5627,5.6984,global_ads_performance
2024-03-30,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-00815,SaaS Shopping India,India,37646,1874,2061.4,144,144,16795.87,0.04978,1.1,14.3153,8.1478,global_ads_performance
2024-03-30,tiktok_ads,TikTok,display,Display,GA-01341,SaaS Display India,India,15739,1205,554.3,60,60,6092.69,0.076561,0.46,9.2383,10.9917,global_ads_performance
2024-03-30,google_ads,Google Ads,paid_video,Paid Video,GA-01379,Fintech Video UAE,UAE,81303,4154,8100.3,121,121,35667.19,0.051093,1.95,66.9446,4.4032,global_ads_performance
2024-03-30,tiktok_ads,TikTok,paid_video,Paid Video,GA-01674,Healthcare Video India,India,98386,7556,2644.6,385,385,43735.3,0.0768,0.35,6.8691,16.5376,global_ads_performance
2024-03-30,google_ads,Google Ads,paid_search,Paid Search,GA-01726,Fintech Search Canada,Canada,120431,6262,17345.74,188,188,8830.89,0.051997,2.77,92.2646,0.5091,global_ads_performance
2024-03-30,google_ads,Google Ads,paid_search,Paid Search,GA-01729,SaaS Search Germany,Germany,66402,2695,5012.7,199,199,14266.46,0.040586,1.86,25.1894,2.8461,global_ads_performance
2024-03-30,google_ads,Google Ads,paid_search,Paid Search,GA-01732,SaaS Search UK,UK,23936,1211,3269.7,49,49,7236.18,0.050593,2.7,66.7286,2.2131,global_ads_performance
2024-03-31,meta_ads,Meta,display,Display,GA-00155,Fintech Display Canada,Canada,151295,2163,3417.54,85,85,3173.67,0.014297,1.58,40.2064,0.9286,global_ads_performance
2024-04-01,meta_ads,Meta,display,Display,GA-00348,SaaS Display India,India,151864,4358,7365.02,175,175,45340.29,0.028697,1.69,42.0858,6.1562,global_ads_performance
2024-04-01,tiktok_ads,TikTok,paid_video,Paid Video,GA-00373,Healthcare Video USA,USA,115310,3205,3333.2,134,134,14521.43,0.027795,1.04,24.8746,4.3566,global_ads_performance
2024-04-01,meta_ads,Meta,paid_search,Paid Search,GA-00601,E-commerce Search UK,UK,91332,3762,2445.3,125,125,31285.11,0.04119,0.65,19.5624,12.794,global_ads_performance
2024-04-01,meta_ads,Meta,paid_search,Paid Search,GA-01246,Healthcare Search Australia,Australia,8877,230,174.8,9,9,1921.06,0.02591,0.76,19.4222,10.99,global_ads_performance
2024-04-01,tiktok_ads,TikTok,display,Display,GA-01263,EdTech Display Australia,Australia,116561,4231,4231,172,172,42291.58,0.036299,1,24.5988,9.9956,global_ads_performance
2024-04-01,tiktok_ads,TikTok,display,Display,GA-01306,EdTech Display Canada,Canada,30226,1196,1746.16,12,12,2625.21,0.039569,1.46,145.5133,1.5034,global_ads_performance
2024-04-01,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-01716,E-commerce Shopping Australia,Australia,41200,1763,3138.14,101,101,27614.2,0.042791,1.78,31.0707,8.7995,global_ads_performance
2024-04-01,meta_ads,Meta,paid_video,Paid Video,GA-01754,Fintech Video Germany,Germany,59376,564,360.96,25,25,4065.83,0.009499,0.64,14.4384,11.2639,global_ads_performance
2024-04-02,meta_ads,Meta,display,Display,GA-00095,Fintech Display Canada,Canada,21309,432,717.12,15,15,4449.98,0.020273,1.66,47.808,6.2053,global_ads_performance
2024-04-02,google_ads,Google Ads,paid_video,Paid Video,GA-01090,SaaS Video USA,USA,31855,1411,2398.7,60,60,3201.45,0.044294,1.7,39.9783,1.3347,global_ads_performance
2024-04-02,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-01269,EdTech Shopping UAE,UAE,119183,5041,17038.58,121,121,25438.17,0.042296,3.38,140.8147,1.493,global_ads_performance
2024-04-03,tiktok_ads,TikTok,display,Display,GA-00268,EdTech Display UK,UK,122192,4398,4354.02,348,348,64414.08,0.035993,0.99,12.5116,14.7942,global_ads_performance
2024-04-03,meta_ads,Meta,paid_video,Paid Video,GA-01393,SaaS Video UAE,UAE,172517,3191,5775.71,96,96,13225.69,0.018497,1.81,60.1636,2.2899,global_ads_performance
2024-04-03,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-01411,SaaS Shopping Australia,Australia,68815,3172,2505.88,76,76,2602.57,0.046095,0.79,32.9721,1.0386,global_ads_performance
2024-04-03,google_ads,Google Ads,display,Display,GA-01468,EdTech Display India,India,169575,3730,10108.3,284,284,8952.89,0.021996,2.71,35.5926,0.8857,global_ads_performance
2024-04-03,meta_ads,Meta,paid_search,Paid Search,GA-01737,SaaS Search India,India,62603,1396,2094,17,17,2988.24,0.022299,1.5,123.1765,1.427,global_ads_performance
2024-04-03,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-01763,E-commerce Shopping Australia,Australia,112992,2802,8406,124,124,7395.68,0.024798,3,67.7903,0.8798,global_ads_performance
2024-04-04,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-00090,SaaS Shopping India,India,111661,3930,3301.2,310,310,21226.88,0.035196,0.84,10.649,6.43,global_ads_performance
2024-04-04,tiktok_ads,TikTok,paid_video,Paid Video,GA-00247,E-commerce Video Australia,Australia,145148,5762,8585.38,213,213,10475.22,0.039697,1.49,40.3069,1.2201,global_ads_performance
2024-04-04,meta_ads,Meta,paid_search,Paid Search,GA-00293,Healthcare Search India,India,156317,5924,4206.04,464,464,64623.96,0.037897,0.71,9.0647,15.3646,global_ads_performance
2024-04-04,google_ads,Google Ads,paid_search,Paid Search,GA-00567,Healthcare Search Australia,Australia,84303,4417,13781.04,100,100,20354.89,0.052394,3.12,137.8104,1.477,global_ads_performance
2024-04-04,google_ads,Google Ads,paid_search,Paid Search,GA-00626,EdTech Search Germany,Germany,161215,5948,13501.96,439,439,105685.25,0.036895,2.27,30.7562,7.8274,global_ads_performance
2024-04-04,meta_ads,Meta,paid_video,Paid Video,GA-00628,EdTech Video USA,USA,90818,3287,2629.6,123,123,11242.68,0.036193,0.8,21.3789,4.2754,global_ads_performance
2024-04-04,tiktok_ads,TikTok,paid_search,Paid Search,GA-00843,SaaS Search UK,UK,45382,2246,3571.14,46,46,2662.9,0.049491,1.59,77.6335,0.7457,global_ads_performance
2024-04-04,tiktok_ads,TikTok,paid_search,Paid Search,GA-00864,SaaS Search UK,UK,199291,16660,19325.6,1016,1016,207611.26,0.083596,1.16,19.0213,10.7428,global_ads_performance
2024-04-04,tiktok_ads,TikTok,paid_search,Paid Search,GA-01151,SaaS Search UAE,UAE,57448,2338,1169,143,143,25654.56,0.040698,0.5,8.1748,21.9457,global_ads_performance
2024-04-04,meta_ads,Meta,paid_shopping,Paid Shopping,GA-01432,E-commerce Shopping UK,UK,26637,479,397.57,35,35,1488.52,0.017983,0.83,11.3591,3.744,global_ads_performance
2024-04-04,meta_ads,Meta,display,Display,GA-01492,Fintech Display Australia,Australia,42606,1495,1151.15,96,96,14890.27,0.035089,0.77,11.9911,12.9351,global_ads_performance
2024-04-05,tiktok_ads,TikTok,paid_search,Paid Search,GA-00008,EdTech Search UAE,UAE,92939,5176,3416.16,388,388,96298.69,0.055692,0.66,8.8045,28.1892,global_ads_performance
2024-04-05,tiktok_ads,TikTok,paid_video,Paid Video,GA-00250,EdTech Video India,India,159813,7575,6817.5,319,319,35965.7,0.047399,0.9,21.3715,5.2755,global_ads_performance
2024-04-05,meta_ads,Meta,display,Display,GA-00287,EdTech Display USA,USA,69892,2851,2223.78,52,52,11407.42,0.040792,0.78,42.765,5.1297,global_ads_performance
2024-04-05,google_ads,Google Ads,paid_video,Paid Video,GA-00889,SaaS Video Canada,Canada,177115,8005,23214.5,460,460,108688.43,0.045197,2.9,50.4663,4.6819,global_ads_performance
2024-04-05,tiktok_ads,TikTok,display,Display,GA-01164,SaaS Display Canada,Canada,132081,10051,7136.21,229,229,62261.45,0.076097,0.71,31.1625,8.7247,global_ads_performance
2024-04-05,meta_ads,Meta,paid_shopping,Paid Shopping,GA-01388,E-commerce Shopping UK,UK,43148,979,1086.69,71,71,7719.69,0.022689,1.11,15.3055,7.1039,global_ads_performance
2024-04-05,google_ads,Google Ads,display,Display,GA-01533,Healthcare Display Australia,Australia,91814,2607,6465.36,129,129,25405.84,0.028394,2.48,50.1191,3.9295,global_ads_performance
2024-04-05,meta_ads,Meta,paid_video,Paid Video,GA-01563,Fintech Video UAE,UAE,103576,1263,593.61,22,22,5190.25,0.012194,0.47,26.9823,8.7435,global_ads_performance
2024-04-05,meta_ads,Meta,paid_video,Paid Video,GA-01578,E-commerce Video Germany,Germany,131230,2139,4769.97,105,105,24738.73,0.0163,2.23,45.4283,5.1863,global_ads_performance
2024-04-05,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-01597,Healthcare Shopping UAE,UAE,184065,6350,8509,273,273,39093.51,0.034499,1.34,31.1685,4.5944,global_ads_performance
2024-04-05,google_ads,Google Ads,display,Display,GA-01776,Healthcare Display India,India,175949,7108,17343.52,75,75,22062.99,0.040398,2.44,231.2469,1.2721,global_ads_performance
2024-04-06,tiktok_ads,TikTok,paid_search,Paid Search,GA-00342,SaaS Search Australia,Australia,108247,6971,4112.89,517,517,139391.79,0.064399,0.59,7.9553,33.8914,global_ads_performance
2024-04-06,tiktok_ads,TikTok,paid_video,Paid Video,GA-00534,Fintech Video Germany,Germany,118135,8151,5624.19,428,428,64189.34,0.068997,0.69,13.1406,11.4131,global_ads_performance
2024-04-06,tiktok_ads,TikTok,paid_video,Paid Video,GA-00877,EdTech Video Germany,Germany,60438,5554,7997.76,286,286,35506.6,0.091896,1.44,27.9642,4.4396,global_ads_performance
2024-04-06,meta_ads,Meta,paid_video,Paid Video,GA-01253,Fintech Video USA,USA,95930,1554,1118.88,62,62,5774.95,0.016199,0.72,18.0465,5.1614,global_ads_performance
2024-04-06,google_ads,Google Ads,paid_search,Paid Search,GA-01642,SaaS Search Canada,Canada,86689,3727,4323.32,276,276,76876.24,0.042993,1.16,15.6642,17.7818,global_ads_performance
2024-04-07,tiktok_ads,TikTok,display,Display,GA-00066,Healthcare Display UAE,UAE,131678,8374,7620.34,505,505,29682.01,0.063595,0.91,15.0898,3.8951,global_ads_performance
2024-04-07,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00967,Fintech Shopping UK,UK,49261,724,448.88,31,31,1397.37,0.014697,0.62,14.48,3.113,global_ads_performance
2024-04-07,tiktok_ads,TikTok,display,Display,GA-01176,E-commerce Display Germany,Germany,41232,1859,1970.54,126,126,22069.99,0.045086,1.06,15.6392,11.2,global_ads_performance
2024-04-08,google_ads,Google Ads,paid_video,Paid Video,GA-00078,E-commerce Video USA,USA,198555,13104,32235.84,336,336,58794.32,0.065997,2.46,95.94,1.8239,global_ads_performance
2024-04-08,google_ads,Google Ads,paid_search,Paid Search,GA-00322,Healthcare Search Canada,Canada,114028,3112,4232.32,120,120,10393.96,0.027292,1.36,35.2693,2.4559,global_ads_performance
2024-04-08,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-00405,Fintech Shopping USA,USA,90945,3637,10983.74,145,145,21488.5,0.039991,3.02,75.7499,1.9564,global_ads_performance
2024-04-08,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-01510,SaaS Shopping India,India,153750,4920,14661.6,117,117,30000.6,0.032,2.98,125.3128,2.0462,global_ads_performance
2024-04-09,google_ads,Google Ads,display,Display,GA-00025,Healthcare Display Australia,Australia,198824,9046,32656.06,407,407,71482.19,0.045498,3.61,80.236,2.1889,global_ads_performance
2024-04-09,google_ads,Google Ads,paid_video,Paid Video,GA-00993,Fintech Video UAE,UAE,196510,10316,20632,282,282,66245.27,0.052496,2,73.1631,3.2108,global_ads_performance
2024-04-09,meta_ads,Meta,paid_shopping,Paid Shopping,GA-01300,Fintech Shopping UAE,UAE,69102,1354,2179.94,89,89,14410.72,0.019594,1.61,24.4937,6.6106,global_ads_performance
2024-04-09,tiktok_ads,TikTok,display,Display,GA-01322,Fintech Display India,India,48898,3193,2841.77,179,179,27594.33,0.065299,0.89,15.8758,9.7103,global_ads_performance
2024-04-10,google_ads,Google Ads,paid_search,Paid Search,GA-01102,E-commerce Search USA,USA,166687,11384,8310.32,899,899,139644.2,0.068296,0.73,9.244,16.8037,global_ads_performance
2024-04-10,meta_ads,Meta,display,Display,GA-01536,SaaS Display India,India,36411,873,1772.19,47,47,13565.96,0.023976,2.03,37.7062,7.6549,global_ads_performance
2024-04-10,meta_ads,Meta,paid_search,Paid Search,GA-01731,Fintech Search USA,USA,10108,320,163.2,8,8,624.2,0.031658,0.51,20.4,3.8248,global_ads_performance
2024-04-11,google_ads,Google Ads,paid_search,Paid Search,GA-00106,Fintech Search Germany,Germany,68449,3285,7818.3,243,243,60681.21,0.047992,2.38,32.1741,7.7614,global_ads_performance
2024-04-11,tiktok_ads,TikTok,paid_video,Paid Video,GA-00176,SaaS Video Germany,Germany,195026,9653,17664.99,371,371,94022.57,0.049496,1.83,47.6145,5.3225,global_ads_performance
2024-04-11,tiktok_ads,TikTok,paid_search,Paid Search,GA-00669,SaaS Search USA,USA,136940,4683,3231.27,137,137,12153.39,0.034197,0.69,23.5859,3.7612,global_ads_performance
2024-04-11,tiktok_ads,TikTok,paid_video,Paid Video,GA-01008,E-commerce Video Germany,Germany,38799,1303,429.99,51,51,4095.81,0.033583,0.33,8.4312,9.5254,global_ads_performance
2024-04-11,google_ads,Google Ads,display,Display,GA-01054,Healthcare Display Canada,Canada,17578,330,1013.1,20,20,3553.78,0.018773,3.07,50.655,3.5078,global_ads_performance
2024-04-11,meta_ads,Meta,paid_video,Paid Video,GA-01461,Fintech Video USA,USA,5209,198,138.6,3,3,490.6,0.038011,0.7,46.2,3.5397,global_ads_performance
2024-04-11,tiktok_ads,TikTok,paid_search,Paid Search,GA-01528,Fintech Search UAE,UAE,132294,7527,6774.3,262,262,50030.33,0.056896,0.9,25.8561,7.3853,global_ads_performance
2024-04-12,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00991,E-commerce Shopping UK,UK,132343,3507,3997.98,238,238,17184.94,0.026499,1.14,16.7982,4.2984,global_ads_performance
2024-04-12,google_ads,Google Ads,paid_search,Paid Search,GA-01221,Fintech Search UK,UK,102677,3131,11490.77,79,79,13056.26,0.030494,3.67,145.4528,1.1362,global_ads_performance
2024-04-12,google_ads,Google Ads,paid_search,Paid Search,GA-01518,Healthcare Search UAE,UAE,57632,1256,2198,20,20,1647.61,0.021793,1.75,109.9,0.7496,global_ads_performance
2024-04-12,meta_ads,Meta,paid_search,Paid Search,GA-01678,Healthcare Search Australia,Australia,73083,3040,1824,203,203,29701.35,0.041597,0.6,8.9852,16.2836,global_ads_performance
2024-04-12,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-01784,SaaS Shopping UAE,UAE,152322,13678,5607.98,813,813,103237.84,0.089797,0.41,6.8979,18.4091,global_ads_performance
2024-04-13,tiktok_ads,TikTok,paid_video,Paid Video,GA-00174,EdTech Video UK,UK,79965,3070,3131.4,237,237,65306,0.038392,1.02,13.2127,20.8552,global_ads_performance
2024-04-13,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-00239,Healthcare Shopping Australia,Australia,107476,4707,8001.9,293,293,72605.27,0.043796,1.7,27.3102,9.0735,global_ads_performance
2024-04-13,google_ads,Google Ads,paid_video,Paid Video,GA-00292,EdTech Video Australia,Australia,192135,10663,18980.14,741,741,213823.36,0.055497,1.78,25.6142,11.2656,global_ads_performance
2024-04-13,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-00796,SaaS Shopping Canada,Canada,165104,7958,24590.22,105,105,29946.1,0.0482,3.09,234.1926,1.2178,global_ads_performance
2024-04-13,meta_ads,Meta,paid_video,Paid Video,GA-00964,E-commerce Video Australia,Australia,126103,4300,4687,313,313,18027.88,0.034099,1.09,14.9744,3.8464,global_ads_performance
2024-04-13,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-01087,EdTech Shopping USA,USA,176030,13079,19749.29,200,200,41247.07,0.0743,1.51,98.7465,2.0885,global_ads_performance
2024-04-14,tiktok_ads,TikTok,paid_search,Paid Search,GA-00333,EdTech Search Canada,Canada,98348,3225,4095.75,59,59,2846.94,0.032792,1.27,69.4195,0.6951,global_ads_performance
2024-04-14,meta_ads,Meta,display,Display,GA-00343,Fintech Display Australia,Australia,53128,1678,2533.78,66,66,19225.18,0.031584,1.51,38.3906,7.5875,global_ads_performance
2024-04-14,meta_ads,Meta,paid_video,Paid Video,GA-00476,EdTech Video USA,USA,33549,1224,930.24,89,89,26101.34,0.036484,0.76,10.4521,28.0587,global_ads_performance
2024-04-14,google_ads,Google Ads,paid_shopping,Paid Shopping,GA-00606,E-commerce Shopping India,India,9791,519,2050.05,40,40,2255.24,0.053008,3.95,51.2513,1.1001,global_ads_performance
2024-04-14,tiktok_ads,TikTok,paid_search,Paid Search,GA-00784,E-commerce Search UK,UK,88115,5383,3660.44,121,121,28357.39,0.061091,0.68,30.2516,7.747,global_ads_performance
2024-04-14,tiktok_ads,TikTok,paid_video,Paid Video,GA-01039,Healthcare Video USA,USA,118687,10586,7939.5,635,635,88046.75,0.089193,0.75,12.5031,11.0897,global_ads_performance
2024-04-14,google_ads,Google Ads,paid_search,Paid Search,GA-01526,E-commerce Search Australia,Australia,191372,11711,29043.28,335,335,75028.42,0.061195,2.48,86.6964,2.5833,global_ads_performance
2024-04-14,meta_ads,Meta,paid_search,Paid Search,GA-01741,E-commerce Search India,India,133260,2611,5430.88,108,108,16755.51,0.019593,2.08,50.2859,3.0852,global_ads_performance
2024-04-15,google_ads,Google Ads,display,Display,GA-00092,SaaS Display Australia,Australia,14078,763,1724.38,57,57,16289.72,0.054198,2.26,30.2523,9.4467,global_ads_performance
2024-04-15,google_ads,Google Ads,display,Display,GA-00142,SaaS Display India,India,12896,535,524.3,20,20,2475.65,0.041486,0.98,26.215,4.7218,global_ads_performance
2024-04-15,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00472,Healthcare Shopping UK,UK,106505,1022,1839.6,27,27,2467.18,0.009596,1.8,68.1333,1.3412,global_ads_performance
2024-04-15,google_ads,Google Ads,paid_video,Paid Video,GA-00894,E-commerce Video Canada,Canada,33807,807,1638.21,25,25,5072.77,0.023871,2.03,65.5284,3.0965,global_ads_performance
2024-04-15,meta_ads,Meta,paid_video,Paid Video,GA-01576,SaaS Video India,India,28359,612,459,30,30,6591.07,0.02158,0.75,15.3,14.3596,global_ads_performance
2024-04-15,google_ads,Google Ads,paid_video,Paid Video,GA-01605,Fintech Video India,India,57328,2161,3306.33,99,99,17903.97,0.037695,1.53,33.3973,5.4151,global_ads_performance
2024-04-15,google_ads,Google Ads,paid_video,Paid Video,GA-01704,Fintech Video UK,UK,99447,5917,6212.85,195,195,28481.71,0.059499,1.05,31.8608,4.5843,global_ads_performance
2024-04-16,google_ads,Google Ads,paid_search,Paid Search,GA-00285,Healthcare Search Australia,Australia,36831,1572,5423.4,48,48,4165.73,0.042681,3.45,112.9875,0.7681,global_ads_performance
2024-04-16,google_ads,Google Ads,display,Display,GA-00521,EdTech Display UAE,UAE,103066,2380,5926.2,121,121,20395.26,0.023092,2.49,48.9769,3.4415,global_ads_performance
2024-04-16,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00905,E-commerce Shopping Canada,Canada,119053,4000,4040,152,152,25959.16,0.033598,1.01,26.5789,6.4255,global_ads_performance
2024-04-16,meta_ads,Meta,paid_video,Paid Video,GA-01166,E-commerce Video UAE,UAE,113987,3579,2720.04,229,229,31787.48,0.031398,0.76,11.8779,11.6864,global_ads_performance
2024-04-16,meta_ads,Meta,display,Display,GA-01179,Fintech Display Germany,Germany,179504,5026,5578.86,203,203,10121.88,0.027999,1.11,27.4821,1.8143,global_ads_performance
2024-04-16,google_ads,Google Ads,paid_search,Paid Search,GA-01319,Healthcare Search Germany,Germany,145284,8121,21601.86,503,503,135453.16,0.055897,2.66,42.946,6.2704,global_ads_performance
2024-04-16,google_ads,Google Ads,paid_search,Paid Search,GA-01396,Fintech Search Germany,Germany,187831,7306,10009.22,321,321,91963.37,0.038897,1.37,31.1814,9.1879,global_ads_performance
2024-04-17,meta_ads,Meta,display,Display,GA-00009,EdTech Display Germany,Germany,30939,937,552.83,63,63,16531.03,0.030285,0.59,8.7751,29.9026,global_ads_performance
2024-04-17,google_ads,Google Ads,display,Display,GA-00074,E-commerce Display UAE,UAE,115017,2771,7093.76,95,95,22528.38,0.024092,2.56,74.6712,3.1758,global_ads_performance
2024-04-17,tiktok_ads,TikTok,display,Display,GA-00286,SaaS Display Germany,Germany,146842,10646,13094.58,615,615,113988.39,0.0725,1.23,21.292,8.705,global_ads_performance
2024-04-17,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-00340,Healthcare Shopping Australia,Australia,125654,8318,4824.44,566,566,117035.13,0.066198,0.58,8.5237,24.2588,global_ads_performance
2024-04-17,tiktok_ads,TikTok,paid_shopping,Paid Shopping,GA-00588,EdTech Shopping Australia,Australia,100028,7402,5403.46,100,100,7280.48,0.073999,0.73,54.0346,1.3474,global_ads_performance
2024-04-17,google_ads,Google Ads,paid_video,Paid Video,GA-00604,Healthcare Video UK,UK,105804,3110,3016.7,200,200,49067.29,0.029394,0.97,15.0835,16.2652,global_ads_performance
2024-04-17,google_ads,Google Ads,display,Display,GA-01148,E-commerce Display Germany,Germany,177420,7646,18503.32,478,478,110744.54,0.043095,2.42,38.7099,5.9851,global_ads_performance
2024-04-17,meta_ads,Meta,paid_shopping,Paid Shopping,GA-01428,SaaS Shopping India,India,30618,719,913.13,40,40,6289.61,0.023483,1.27,22.8283,6.888,global_ads_performance
2024-04-18,meta_ads,Meta,paid_shopping,Paid Shopping,GA-00188,E-commerce Shopping Germany,Germany,112692,2096,4757.92,89,89,16587.58,0.018599,2.27,53.4598,3.4863,global_ads_performance
2024-04-18,tiktok_ads,TikTok,paid_video,Paid Video,GA-00450,Fintech Video India,India,188844,12860,12602.8,892,892,133607.64,0.068099,0.98,14.1287,10.6014,global_ads_performance
2024-04-18,tiktok_ads,TikTok,paid_search,Paid Search,GA-00495,Healthcare Search Australia,Australia,41558,1757,2125.97,72,72,18414.15,0.042278,1.21,29.5274,8.6615,global_ads_performance
2024-04-18,tiktok_ads,TikTok,paid_search,Paid Search,GA-00765,Fintech Search Canada,Canada,6067,201,126.63,12,12,2449.28,0.03313,0.63,10.5525,19.342,global_ads_performance
2024-04-18,meta_ads,Meta,paid_shopping,Paid Shopping,GA-01023,E-commerce Shopping UK,UK,78480,1389,2347.41,19,19,2972.32,0.017699,1.69,123.5479,1.2662,global_ads_performance
2024-04-18,meta_ads,Meta,paid_search,Paid Search,GA-01178,SaaS Search Australia,Australia,33082,340,632.4,9,9,2116.06,0.010277,1.86,70.2667,3.3461,global_ads_performance
